userName,content,score,at
Nur Widia 04,"kenapaaa pas mau ngirim stiker smaaa emoji ta mauu dipencet diaa, diaplikasi lainn mau ajaa😡",1,2025-12-23 13:49:26
Rahman10 Wisnu10,Ai nya kureng Ai nya kurang ber kualitas kar na dia ha nya men jawab kartu saja terus menerus,1,2025-12-23 13:48:41
Erik Libra,oks,5,2025-12-23 13:48:10
Ryo sansakerta,ok,3,2025-12-23 13:48:04
Suherli,aplikasi yangmudah untuk cara memperbarui tapi sayang banyak iklannya.,5,2025-12-23 13:47:07
Puwanto,terhibur saat menontonnya,5,2025-12-23 13:46:51
17_GAUSS_SYARA AURELIA RAHMA,"tolong lebih di update lagi dong/hapus fitur ban wa. ganggu banget kak. gak ngapa-ngapain tiba-tiba ke ban, aneh.",1,2025-12-23 13:46:36
Paskalis Irwanto,Baik,5,2025-12-23 13:43:48
Rizky Kurnia,mantap,5,2025-12-23 13:43:10
abdi wirawijaya,"nomor sering logout, dan minta verifikasi ulang tiap pindah akun. pesan penting jadi tidak bisa di Terima.",1,2025-12-23 13:43:09
Ridwan Miftahul,Sangat membantu dengan berbagai fitur yang menarik,5,2025-12-23 13:42:15
Junaedi Sidik,"gue kasi rating sejelek mungkin HAHA... meta aneh WhatsApp aneh masa wa gue tiba' ke blokir dengan alasan spam, padahal gda spam dan grup apapun",1,2025-12-23 13:41:30
Intan Nurni,bagus,5,2025-12-23 13:41:22
Indahyola93 Indahyola93,Mantap,5,2025-12-23 13:41:21
Asdiana Diana,sangat baik,5,2025-12-23 13:40:42
Omboh Omboh,keren,5,2025-12-23 13:40:42
Nati Sama,bagus,5,2025-12-23 13:39:21
Ujang Uniah,Mantap,5,2025-12-23 13:38:10
Jani Pamenang,Ok,5,2025-12-23 13:37:56
Yusuf Arsyil,Sangat baGus,5,2025-12-23 13:37:40
Baiq Nila Mawarni,bagus,5,2025-12-23 13:36:41
Ahsan Muhammad Fadil Khoiri,bagus,5,2025-12-23 13:35:10
Ahmad Sapari,"menurut saya aplikasi ini sangat bermanfaat dan berguna karna kita bisa berkomunikasi dengan orang yang jauhh, selain itu beberapa fitur baru di WhatsApp sangat kereeennn, saya sangat bangga atas adanya WhatsApp, saya tidak akan komen yg engga' bagi saya WhatsApp tidak ada kekurangan, walaupun ada juga saya ga mempermasalahkan karna apapun kekurangannya kita tetep harus bersyukur🤗, selain itu saya sangat bangga atas orang yg sudah menciptakan WhatsApp...☺️",5,2025-12-23 13:34:26
Didik Saputra,bagus,5,2025-12-23 13:32:37
Veronia Maia,bintang yang bicara,5,2025-12-23 13:31:31
rizal aldi,kenapa akun saya keluar2 terus?,3,2025-12-23 13:30:14
Januar Iskandar,"Selama saya pake WhatsApp seneng banget karna berguna semua fungsinya. Tetapi saya kesal dengan WhatsApp dikarenakan tiba-tiba ada disuruh ""pemulihan chat"" jadi saya pencet lewati dua kali apa yang terjadi? kontak chatan nomor ilang, chatan nomor sendiri ilang disitu saya chatan sendiri itu penting ya? saluran ilang disitu banyak saluran berguna kek IPS, Bahasa inggris, dan saluran gambar lainnya pada ilang tapi sekarang perlahan-lahan kembali. Sw lama ilang saya gak masalah. Tolong bantu saya!",4,2025-12-23 13:29:38
Aishalya Zihni,Wa keluarkan fitus song notes kayak di ig plis! Aku capek harus mosting lagu lewat status muluu,3,2025-12-23 13:28:07
Ghofurur Rohim,oke,4,2025-12-23 13:26:52
Jan damijan,ok,5,2025-12-23 13:26:42
Aiko Jeslyn wijaya,"whatsapp bagus,tapi di kalo hp saya yg lain gabisa pake filter vidcall🥲",5,2025-12-23 13:26:08
Arry Ganz,bikin cewe saya gamood!,1,2025-12-23 13:26:04
Aluisia 13,wow,5,2025-12-23 13:25:27
Bayu Andka,sering keluar gk jelas,1,2025-12-23 13:24:42
Klowor Tok,Aku suka,3,2025-12-23 13:24:15
Hasan Abdul,apakah akun saya bisa aktif lagi tolong kebijaksaanya karna waasap saya penting buat keluarga saya tolong di bantu..meta yg baik hati,4,2025-12-23 13:23:51
prima rangga,kembalikan notifikasi popup untuk versi andorid 10 ke atas,1,2025-12-23 13:17:25
Umar Umarr,maaf ga sempurna karna yang sempurna itu hanya Allah SWT,3,2025-12-23 13:16:56
Amin Naufal,bagus,5,2025-12-23 13:16:49
Surya Syahputra,parah kali sekarang apk kelen mangkin di update mangkin parah menjijikan tau ga ngapain akun ku di bekukan haa!!!!,1,2025-12-23 13:16:48
Te Es,Bagusss,5,2025-12-23 13:15:44
Mz byuuu,Di kunci chat gabisa dibuka malah kedip2!!,1,2025-12-23 13:14:45
Misni Misni,mantap,5,2025-12-23 13:11:01
Alwan28 Wnalwn,"plss ini knp ga bisa di buka wa nyaa UDH TIG HARI LHOOO, TANGGUNG JAWAB! PADAHAL GA NGAPA NGAPAIN",3,2025-12-23 13:10:26
Glaura Sumenda,"gak tau kenapa filter di wa nya gak ada, padahal udah izinkan",3,2025-12-23 13:10:15
Rahmatul Ummah,BALIKIN AKUN GUAAAA!!!!!😭😭😭,1,2025-12-23 13:09:43
ARIF Juwanto,kebao ya wa ku gk bisa di buka. ada tulisan akun ada di batasi,1,2025-12-23 13:09:11
Syebrow Udin,sangat jelek. bolak balik mati tnpa sebab . alasan spam.,1,2025-12-23 13:08:39
tatang ansori,bagus,5,2025-12-23 13:07:57
Eka Balong,ok,3,2025-12-23 13:07:31
Uding Udina,senang,5,2025-12-23 13:07:00
Sal Can,sangat bagus,5,2025-12-23 13:06:38
ARSYA AL FARISI ARSYA,ok sip,4,2025-12-23 13:05:18
Rifai,sangat bagus,5,2025-12-23 13:04:28
Pakkawarue Pakkawarue,"WhatsApp error masa memuat trus, sudah di lakukan semua tetap aja memuat, di hapus baru install ulang masih aj ma memuat",1,2025-12-23 13:03:50
muslih lubis,ketika wa masuk hp langsung restart padahal sudah di update,1,2025-12-23 12:59:35
Sefen Taf,sangat berguna,5,2025-12-23 12:58:04
Cucu Nurhasanah,𝑏𝑎𝑛𝑦𝑎𝑘 𝑢𝑝𝑑𝑎𝑡𝑒 𝑠𝑎𝑚𝑎𝑝𝑎𝑖 𝑘𝑎𝑦𝑎 𝑘𝑜𝑛𝑡#𝑙 𝑔𝑖𝑛𝑖 😏,1,2025-12-23 12:55:40
Nurjaedi,Bagus mempermudah dalam segi menguhubungkan sesama temn dekat dan teman jauh,5,2025-12-23 12:55:21
dededwi 26,"baguss si fitur nya tpi makin kesini whatsapp sring bug trs saya gabisa menyematkan chat, sring lepas sendiri sematan chat yg udah d sematkan",5,2025-12-23 12:55:15
Rina Soraya,ok,5,2025-12-23 12:52:13
Jea Ramdani,baguss pokonyaa.,5,2025-12-23 12:52:11
Fidrotus Syafaah,WA nya jadi gk nyaman bgt 🙄,5,2025-12-23 12:51:57
Kakek Merah,mantap,5,2025-12-23 12:51:10
Syakiraghinahamdani05,WhatsApp saya selalu terkena spam setiap hari harus bagaimana ini,3,2025-12-23 12:50:53
Linda Susanto,kren,5,2025-12-23 12:48:54
Robiansyah Roy,ok,5,2025-12-23 12:48:37
Nasya25,"apaan udh 3 kali ke blok ,spam gak dikit dikit ke blok wa sekarang ngeselin njirrr Baperan banget ganti nomor trs jdi saya",1,2025-12-23 12:46:59
Aaisyah Hawraa,bagaimana cara agar dapat menyimpan foto live? dulu ada sekarang gaada,4,2025-12-23 12:46:41
Fitrah Tzy,keren,5,2025-12-23 12:46:41
Utuh S,Saya harap pihak WhatsApp untuk membuka blokiran ini kerna saya tidak melakukan tindakan hukum yang berlaku di WhatsApp ini,5,2025-12-23 12:45:04
Player Pea,"tiba2 wa ku ke logut sendiri, sehabis login ulang gak ada 5 menit ke logout sendiri lagi..",1,2025-12-23 12:42:50
Fiona Letisia,aplikasi yang Bagus,5,2025-12-23 12:42:15
KENZO DXD,"Assalamualaikum. permisi ya, pihak WhatsApp. Ini kenapa ko akun WA saya terkena SPAM. Padahal saya tidak pernah aneh-aneh, disuruh mengajukan banding udh diajukan. Habis bisa beberapa menit kemudian muncul tampilan di layar ""AKUN WHATSAPP ANDA TIDAK BISA DIGUNAKAN, KARENA SPAM"" Mohon ditindak lanjuti terkait masalah ini. Bukan hanya merugikan saya sbg pelajar, tpi jga pekerja seperti yang membutuhkan bantuan apk ini seperti Go-Jek, Sales, Kurir, dan masih banyak lagi. MOHON SEGERA DIRESPON YAAAA",1,2025-12-23 12:41:54
Alfaris 2010,gak bagus aku gak spam malah kena spam,2,2025-12-23 12:41:44
Jariyatut Tazkiya,tempat ku ga bisa di upgrade yaa,3,2025-12-23 12:40:32
Nina Elisa,tolong kenapa akun saya d blokir,5,2025-12-23 12:38:40
Andi Supat,kenapa di saat video Coll gak bisa buka apli kasih lain,1,2025-12-23 12:38:35
Nefa Rizqi,whatsapp kenapa wa saya tidak ada posting ulangnya mohon kerjasamanya nggih,4,2025-12-23 12:38:35
Nasila,Bagus,5,2025-12-23 12:37:41
Ayub Nugroho,keren,5,2025-12-23 12:36:57
Liani Sahlan,sangat membantu sekali,5,2025-12-23 12:34:45
Rafdi Amiril,tidak bagus,2,2025-12-23 12:34:24
Waromi Johan,terimakasih,2,2025-12-23 12:34:07
Yare Spenyel,sangat suka sekali,5,2025-12-23 12:33:39
Isa manis msiren,seruuuu,5,2025-12-23 12:32:01
Sastra Diatmika,bisa chat orang atau Sahabat ortu,5,2025-12-23 12:31:39
DUL WAHID,bagusdd,5,2025-12-23 12:31:07
Kahar Kahar,kenapa tdk bisa kirim gambar,5,2025-12-23 12:30:37
kenza jpr,Bagus,5,2025-12-23 12:30:07
arya poke,"woii apk mu ngebug,padahal ngga ada yg di sematkan,pas mau sematin harus hapus yg semat,dan yg mau di semat ga ada sematnyaa,tolong dibenarkannnn",4,2025-12-23 12:29:25
agnesya,"sbernya what'sapp tu bgs"" aja, cmn knpa hrus ada fitur 2 what's app dlm 1 apk , meresahkan bgt jujurr :(",1,2025-12-23 12:28:13
Mayan Dollu,Bagus,5,2025-12-23 12:28:01
Aprinal Aja,nyaman di pakai,5,2025-12-23 12:27:37
Rahmad Khoirul,bagus tapi kenapa ai studi saya hilang,5,2025-12-23 12:26:51
As Ss,aplikasi WA tidak bisa digunakan,1,2025-12-23 12:25:31
Aditya Rinaldy,BURUUUUK. MAKIN SINI MALAH KEBANYAKAN NGEMBANGIN FITUR2 GAJELAS. SEDANGKAN DALEMANNYA MSH BANYAK BUG/ERROR!!!!! KONTAK SERING KALI DENGAN SENDIRINYA HILANG. TENTANG KADANG HILANG DENGAN SENDIRINYA. DI ORANG LAIN BAHKAN TIDAK TERBACA. PERBAIKI LAGI SEBAIK MUNGKIN!,1,2025-12-23 12:23:32
Tuseee,"kenapa sih tahun ini sering banget ilang chatnya? chat penting jadi ilang. tanpa aba"" atau peringatan. tiba"" ilang. chat kerjaan dan penting"" gak bisa balik. ngerugiin waktu dan tenaga anjir!!!!",1,2025-12-23 12:22:05
ErLiSAErlisa Lolot erlisa,bagus,5,2025-12-23 12:22:05
Supriyatin,mantap,5,2025-12-23 12:21:48
Sumardi71 Kurok,super truk,3,2025-12-23 12:21:47
Irfan Bere,bagus,5,2025-12-23 12:19:55
Abdullohassegaff Abdulloh,normalkan washap ana,5,2025-12-23 12:19:27
Icha Icha,Sangat membantu,4,2025-12-23 12:18:36
Yogi Pranata,chat di group beberap ada yang hilang . mohon pihak developer segera perbaiki,1,2025-12-23 12:17:17
Imam Safiih,aplikasi ini bermasalah akun Whatsap di spam muncul terus di Whatsap pemulihan nya juga lambat,1,2025-12-23 12:15:41
Cheril Sezan,berguna banget,5,2025-12-23 12:15:18
Redminote 3,Sangat memuaskan,5,2025-12-23 12:14:32
????,wa gua pas mau login ke akun ga bisa di pencet apa-apa keyboard ga muncul,4,2025-12-23 12:13:58
Dedianto Bau,bagus,5,2025-12-23 12:12:56
Calawak Mail,sangat menakjubkan,5,2025-12-23 12:12:48
Ridwan Gomey,Mantep,5,2025-12-23 12:12:12
Raja,kebanyakan bug nya,1,2025-12-23 12:11:47
Mawar Melati,aplikasi ini nomor wa saya sering terblokir dan kena spam padahal saya tidak melanggar aturan WhatsApp.,2,2025-12-23 12:11:35
Teh Diah,mantap sangat membantu,5,2025-12-23 12:11:34
Ratna Chandra,"whatsapp sekarang jelek ,saya update status kadang 1 jam baru terkirim pernah 24 jam baru terkirim ,itu pun harus menghubungi tim dukungan lewat email ,jadi kalau update status di whatsapp itu saya harus kirim email dulu baru staus di whatsapp itu terkirim ,kalau saya tidak kirim email ke tim dukungan whatsapp status saya di whatsapp tidak terkirim ?tolong whatsapp jangan bikin susah pengguna mu dan saya sangaaat KECEWA .",2,2025-12-23 12:11:18
Arifin Assidiq,yang jelas lah buat wa,1,2025-12-23 12:10:45
Ahmad Syafii,bisa menjadi luas jaringan teman,5,2025-12-23 12:10:09
fikih aspuji,"saran dong, kalo bisa barkode nya di beranda aja jangan di setelan. terimakasih😇",5,2025-12-23 12:09:33
Bangku Taman,"baru baru ini whatsapp sy selalu gak bisa kebuka, tulisan nya akun ini sudah tidak bisa lagi memakai whatsapp..kenapa kira2 ? ada yg tau infonya dong..mesiki sdh gamti nomor restart dan donlot ulang..tetep begitu padhal tidk pernah buka link atau web apapun..terimakasih sebelum nya",1,2025-12-23 12:08:08
Engkar Kartimah,saya belum ada pengalaman. saya baru pemula,5,2025-12-23 12:08:03
Raden Aden,whatsapp suka error,1,2025-12-23 12:07:43
Rifqi Alghani,Ini kenapa akun saya jadi hilang semenjak mengunakan akun ganda dari fitur WA ini. semua riwayat chat saya bertahun² jadi hilang. mohon segera perbaikannya,1,2025-12-23 12:06:55
Cobra Cavat,sangat membantu dan terpercaya,5,2025-12-23 12:06:06
FASAN VLOG,sangat membantu,5,2025-12-23 12:05:03
nadifa kusuma,bagus banget,5,2025-12-23 12:03:46
Siti Nuraini,"saya tidak bisa masuk karena di diminta download versi resmi padahal ini sudah resmi, mohon bantuannya",1,2025-12-23 12:02:41
ᥡᥙsі Isnaeni04,𝗄𝖺𝗋𝗇𝖺 𝖽𝗂 𝗌𝖺𝗒𝖺 𝖻𝖾𝗅𝗎𝗆 𝖺𝖽𝖺 𝖿𝗂𝗅𝗍𝖾𝗋,1,2025-12-23 12:02:36
Putra Sanana,good,5,2025-12-23 12:02:18
Iwa Kartiwa,👌👌,5,2025-12-23 12:01:02
Muhammad Laftar,bikin sw skrng kbnykn blurnya,1,2025-12-23 11:59:21
Nicke Anisha,terimakasih,5,2025-12-23 11:57:43
Upiek Ossumi,"min, tolong min. perbaiki notifikasi kalian. kadang suka ga muncul notif apa², sudah di unlock, sudah direstart, bahkan jd sering bgt harus reset notif wa dulu baru muncul notifnya. capek bgt sumpah",1,2025-12-23 11:57:29
Sarah Amelia,"Tolong di perbaiki lagi dong developer,akhir akhir ini whatsapp sering error padahal udh update",2,2025-12-23 11:56:51
Arroy_putra Dana,sangat baik,5,2025-12-23 11:55:38
Rakha Alanmusyafa,bagus,5,2025-12-23 11:55:05
octrisameldachaisara,"ini kenapa stiker jadi gabisa di pencet ya, ato kadang gabisa terkirim",1,2025-12-23 11:52:31
Fri Mcp15,"good,,,👌👍",5,2025-12-23 11:52:20
Razid 123,apk sangat bagus dan banyak setiker jomok,5,2025-12-23 11:50:06
Wawa yina _4321,update mulu,1,2025-12-23 11:49:55
ilya Muroihatin,tampilan status sekarang kurang menarik,4,2025-12-23 11:49:54
Yayuk Sitifatimah,bagus,5,2025-12-23 11:49:07
Mak Hendra,di sayah tidak ada filter call video sayah sudah berbanyak cara agar ada filter call video tetapi itu gagal tolong update Fersi Beta sayah tidak ada WhatsApp Beta tolong filter call video di aktifkan di akun sayah,4,2025-12-23 11:48:57
Hanzo Kaizo,Nyamuk nya banyak,1,2025-12-23 11:48:44
Agus Sufriadi,good,5,2025-12-23 11:48:35
Keisha Kyla venetia,bgus,5,2025-12-23 11:48:16
Mursalin,bagus,5,2025-12-23 11:47:44
Reni Reni,nomor yg sdh di sv berubah menjadi tidak di sv ndk tdk bisa di sematkan,1,2025-12-23 11:47:15
herman syah,Lama Bgt Instalnya😢😢😢,1,2025-12-23 11:46:46
icandoorsmir 46,whatsapp nya bagus,5,2025-12-23 11:46:02
Aira Aska,Cukup bagus,3,2025-12-23 11:45:35
Lina Yuliani,bagus updatenya,5,2025-12-23 11:44:37
abdullah,GK bisa aktif kenapa,5,2025-12-23 11:44:28
Bobby Subscribe,jgn kau hacker akun wa ku,1,2025-12-23 11:44:18
zahra indriyani,"tolong ini WA aku jadi mogok, terdeteksi aplikasi mogok",2,2025-12-23 11:41:27
NUR Zaitun,yang bikin gk enak + gk suka itu tiba² akun ke blokir padahal gk ngapa-ngapain plis akun ku masih bisa apa gk nih ke buka blokiranya,1,2025-12-23 11:40:58
Ingwer Seirland,MALES SUKA BLOKIR,1,2025-12-23 11:39:40
Kimmm Takim,okee,5,2025-12-23 11:39:13
Skyzo saja,kenapa di aku ga bisa buat ngirim setiker x emoji udah lama ga selesai selesai cape banget,2,2025-12-23 11:38:09
Mhd Hanafi,mantap,5,2025-12-23 11:36:33
Jony Deep,Mantap,5,2025-12-23 11:35:18
theresia korlina,maaf untuk WhatsApp yg skrg sya ksh bintang 1 krna pengaturan yg ga jelas.. masa di blg akun spam dn penipuan dh tau lagi ganti hp dlu smntra.. nmr msh aktif cuma ganti hp doang di blg spam.. smpy skrg msh di tinjau jdi ga bisa wa ke spa2..,1,2025-12-23 11:35:12
Muhammad Yusuf,mudah,5,2025-12-23 11:35:03
Anggi arini,"chat yang disematkan lepas sendiri, walau disematkan lagi tetap terlepas sendiri dan tergeser saat chat lain masuk.",5,2025-12-23 11:34:53
Jepri Yanto,mantap,5,2025-12-23 11:34:25
No Ah,app saya tidak bisa dibuka dan berada di perangkat lain maksud nya apa,1,2025-12-23 11:33:45
Kenzi Ndutt,apk ini sangat baik,5,2025-12-23 11:32:28
Julieta Dos santos de jesus,kenapa aku ga bisah masuk ke akun ku padahal nmr da masih ada,2,2025-12-23 11:29:41
Lilik Purwanto,ok juga,5,2025-12-23 11:28:23
Wahyu Sporcar,ok,4,2025-12-23 11:26:32
Mangga Manggis,Semenjak ada apk whatsapp ini alhamdulillah bisa berkomonikasi dengan lancar,5,2025-12-23 11:26:29
Mahardhika Tri Sanjaya,"aneh wa tidak bisa di buka. Di blokir Padahal gak lakuin apa"" dengan. alasan spam chat sehari 3 kali. di blokir",1,2025-12-23 11:26:11
Yudi Bintoro,"kasih dua dulu karna semenjak saya update akun wa q bolak balik tiba2 trkena spam, mohon di tinjau kmbali jangan trlalu bnyak aturan yg membuat dkit2 trdeteksi spam pdahal pmakean sesuai prosedur,MATURNUWUN",2,2025-12-23 11:24:03
Andini Pauweni,bagus,5,2025-12-23 11:23:48
Muhammadhamzah Muhammadhamzah,bagus,5,2025-12-23 11:22:51
Puteri Lala,"wa knp ya kadang nomor udah w simpan tapi kadang nomor suka kehapus sendiri malah banyak lagi, ini eror atau gmn? kan jadinya ngerugiin. nomor pelanggan w hilang gitu aja. di perbaiki lagi",1,2025-12-23 11:22:34
Amelia salwa Azzahra,"bio ny ga bisa lama, sering error",1,2025-12-23 11:22:03
Sastra Bnngn,woi gimana cara hapus nama chat kita sendiri ? masak gk bisa di hapus,4,2025-12-23 11:20:02
Aira Dwi A.,sangat berguna,5,2025-12-23 11:19:27
Anita Sari,STORYNE GAK HD BLASSSSS,1,2025-12-23 11:18:24
Sukirno Irno,bagus,5,2025-12-23 11:17:27
Rohayti Rohayati,apk ini sangat membantu,3,2025-12-23 11:17:09
Fauzy,"Balikin fitur pp masing masing pas di grup, udh bagus bagus malah di hapus tolol",5,2025-12-23 11:16:55
Noto padah odop,"jelek aplikasi ini,fhoto bagus jadi jelek kalau di kirim kewat wa",1,2025-12-23 11:15:30
Aleksa Lek,sip di spam akun saya tak dapat pakai lagi,1,2025-12-23 11:15:26
Jhul Umagapy,good,5,2025-12-23 11:15:00
Slamet Rijadi,whatsàpp saya gak bisa dibuka tadi siang SDH saya upgrad gmn solosinya,5,2025-12-23 11:14:19
Ricky,Bug. please fix it,1,2025-12-23 11:12:41
Azhar Ekwk,kenapa si ini ko nomer saya di blokir terus padahal saya tidak melakukan apa apa kenapa di blok terus ya,1,2025-12-23 11:12:35
Jayadi Kunjaya,baik,3,2025-12-23 11:11:14
Francisco Ornai Fernandes,Aplikasi ini sangat penting untuk saya,5,2025-12-23 11:10:55
ARIEL PUTRI,duhhh tolong dong bug nya di benerinnnnn masak ya temen aku posisi lagi buka wa lagi on tapi di pas ku cek di hp off terakhir diliat di hp yang beda pun sama tetep tolong dong di perbaiki bug yang itu hadeuhhh...,5,2025-12-23 11:06:27
Riko Prayoga,ini gimana kontak saya pada ilang padahal udah dicadangkan loh ya,5,2025-12-23 11:04:09
Jampang Ok,𝐛𝐚𝐠𝐮𝐬,5,2025-12-23 11:03:00
Udho Ranau,tidak dapat digunakan,1,2025-12-23 11:01:48
nobertus apus88,setiap hari akun whatsaapp saya di spam,1,2025-12-23 11:01:43
Dhian Rusiana,plis min balikin fitur mengetahui ketika seseorang telfonan sama orang lain/berada di panggilan lain🙏,5,2025-12-23 11:01:05
Desi,suara telpon jernih. dan tidak lemot.,5,2025-12-23 11:00:16
Farid Fathinul Fikri,gimana kok bulan bulan ini aku ga bisa update status dan hari ini ga bisa kirim pesan?? apa yang terjadi padahal sinyalku lancar buat yang lain,1,2025-12-23 11:00:09
Ginan Masalamah,aplikasi nya bagus tapi di aku gaada filter buat foto nyaa gimana ini whatsapp?,3,2025-12-23 10:57:19
Siti Nurasiah,Sangat membantu dalam komunikasi,5,2025-12-23 10:57:05
Yanti Fadilah,DIKIT DIKIT BLOKIR DIKIT DIKIT BATASI GAKASIAN APA SAMA YANG KERJA KURIR ATAU KERJA LEWAT WHATSAAP GANGERTI LAGI,1,2025-12-23 10:56:47
Erik Hendrik,mantap,5,2025-12-23 10:54:56
Ella St,lumayan ya 😀,4,2025-12-23 10:54:39
Suri Hayati,sayang nya sering dapat akun di blokir wa skrng,1,2025-12-23 10:54:24
Bang sapri aja,Good,5,2025-12-23 10:54:10
Budi Garok,"Halo WhatsApp maaf seribu maaf sya kasih bintang 1 dulu,karen akun WhatsApp saya tiba-tiba sering diblokir dan tidak diizinkan menggunakan WhatsApp. Mohon tinjau kembali dan pulihkan akun saya karena saya tidak melakukan spam dan akun ini sangat penting bagi sayaAku whatsapp saya tidak bisa lagi memakai whatsapp,Padahal akun whatsapp saya tidak melakukan pelanggaran ketentuan whatsapp,Mungkin ini adalah kesalahan sistem whatsapp. Mohon untuk ditinjau kembali dan segera selesai kan masalah ini.",1,2025-12-23 10:53:21
Adi Mulyani,terimakasih sudah membantu komunikasi antar pengguna..,4,2025-12-23 10:53:07
Jababeka Tata,mantap,5,2025-12-23 10:52:06
Rama Dhan,bagus kali woi,5,2025-12-23 10:50:14
Hany Mariska,kenapa sih wa sekarang ini setiap kita kirim pesan selalu datang warna merah gabisa kirim pesan bikin emosi aja,1,2025-12-23 10:49:57
Re Njann,gut,5,2025-12-23 10:49:45
Sutri Sutri,"aplikasi ini sangat membantu sekali,, memudahkan kn mengirim gambar,,",5,2025-12-23 10:48:53
Lamongan Tanahabang,"good , perfect",5,2025-12-23 10:48:22
Yulia,terbaik sya suka,4,2025-12-23 10:47:45
Febriani Putri,karena kalo GK ada wa kita GK bisa telpon sama keluarga jauh',5,2025-12-23 10:46:44
Perbus Ygy,ini gimna wa saya memuat trus gabisa login,1,2025-12-23 10:46:11
Rizka Ramadhani,saya senang menggunakan WhatsApp messenger ini,5,2025-12-23 10:46:08
Ning Ken,"mantap lah aplikasi nih,,,",5,2025-12-23 10:45:58
Ansori Ana,sangat membantu,5,2025-12-23 10:45:12
Nur afia,sangat berguna untuk gw perfect deh ni whatsapp,5,2025-12-23 10:42:07
Nikson gonsalves,wajap,5,2025-12-23 10:42:02
Syaquila Qiandra Farrania Syaquila Qiandra Farrania,karena bisa menggunakan semua fitur baru dari WhatsApp Messenger termasuk fitur AI.,5,2025-12-23 10:40:58
Anaya Zahrani,bagus,5,2025-12-23 10:39:53
Quotes NK 03,gada yang chat,1,2025-12-23 10:37:28
Esti Esti,bagus sangat membantu,5,2025-12-23 10:37:21
Alam Aditian,sangat bagus,5,2025-12-23 10:35:53
Junior Finit,baik,5,2025-12-23 10:35:29
Wawanfrem45,WhatsApp gua kena spam Mulu. aplikasi kacaw ini jelek,1,2025-12-23 10:34:31
Akhed Ramadhan,kenapa sekarang kalo semat in chat sering lepas sediri sematan nya,4,2025-12-23 10:34:21
Muhammad nabil Nabil,aneh banget sekarang WhatsApp tiap hari WhatsApp aku di spam,3,2025-12-23 10:33:26
Habib Kecenk,Semakin maju ok,5,2025-12-23 10:31:59
Jajang Nurjaman,foto tidak tersimpan otomatis,1,2025-12-23 10:30:25
Nazila Ahya,sangat bagus,5,2025-12-23 10:26:35
Cairo Abdullah Rasyiddin,akun saya tiba tiba logout sendiri gajelas tolong di perbaiki dong,1,2025-12-23 10:26:32
vita Nta,Tidak bisaaaa updet,5,2025-12-23 10:26:14
Tini Hartini,bagaimana cara perbaiki akun kna spam,2,2025-12-23 10:24:53
Eka Reskawati,bagus,5,2025-12-23 10:24:51
